,Unnamed: 0,elo,championName,win,kills,assists,deaths,individualPosition,totalMinionsKilled,goldEarned,dragonKills,totalDamageDealtToChampions,totalDamageTaken,turretTakedowns,baronKills,damageDealtToBuildings,damageDealtToObjectives,detectorWardsPlaced,inhibitorTakedowns,neutralMinionsKilled,wardsKilled,wardsPlaced,visionScore,summoner2Id,summoner1Id
8628,1122,SILVER IV,Zoe,False,15,6,6,MIDDLE,129,14429,0,36854,21702,3,0,3334,8007,4,0,0,5,5,26,4,14
8629,1123,SILVER III,Jinx,False,5,15,10,BOTTOM,175,12094,0,23401,24689,2,0,2302,3103,2,0,4,4,13,22,4,7
8630,1124,BRONZE II,Thresh,False,0,15,12,UTILITY,56,8321,0,13878,32106,1,1,192,1748,5,0,4,9,23,64,14,4
8631,1125,SILVER IV,DrMundo,True,3,16,5,TOP,145,12474,1,28538,39077,7,0,8570,21237,2,1,20,8,13,40,4,12
8632,1126,GOLD IV,Viego,True,6,12,8,JUNGLE,32,12959,3,17977,38064,2,0,2866,42546,7,0,145,1,17,38,11,4
8633,1127,SILVER I,Teemo,True,3,19,10,MIDDLE,137,11438,0,28484,25439,3,0,1525,4923,2,0,4,4,10,20,4,14
8634,1128,SILVER IV,Kalista,True,27,11,6,BOTTOM,188,23777,0,50613,39848,8,1,8996,47707,1,1,55,5,11,29,7,4
8635,1129,unrancked,Amumu,True,4,24,7,UTILITY,38,10545,0,14108,27554,1,0,428,4865,0,1,0,3,23,40,14,4
8636,1130,PLATINUM IV,Teemo,True,8,5,5,TOP,137,12380,0,28207,18644,3,0,5092,21051,1,0,24,0,9,23,14,4
8637,1131,SILVER I,Kayn,True,5,9,4,JUNGLE,18,10785,2,12300,26236,2,1,1013,30408,0,0,124,1,6,14,6,11
8638,1132,unrancked,Yone,True,11,6,2,MIDDLE,159,13553,1,20171,18634,2,0,6046,16014,0,0,32,0,4,9,14,4
8639,1133,unrancked,Jhin,True,5,8,3,BOTTOM,140,9342,0,9753,7719,3,0,3819,13147,1,0,0,0,9,16,4,3
8640,1134,unrancked,Blitzcrank,True,1,12,2,UTILITY,37,6872,0,5142,10019,1,0,1215,5432,2,0,0,7,25,55,4,14
8641,1135,SILVER IV,Shen,False,5,4,6,TOP,152,10050,0,10962,24957,0,0,1188,1832,2,0,3,2,2,19,4,14
8642,1136,BRONZE I,Vi,False,3,7,7,JUNGLE,13,8241,0,9015,19449,0,0,0,1060,0,0,85,0,7,12,11,14
8643,1137,SILVER IV,Heimerdinger,False,2,2,6,MIDDLE,118,7619,0,10697,12854,1,0,1139,3926,0,0,0,1,8,12,14,4
8644,1138,SILVER II,Yasuo,False,5,7,3,BOTTOM,211,11042,0,15422,15855,1,0,2659,2659,4,0,16,3,12,21,14,4
8645,1139,unrancked,Pantheon,False,1,11,8,UTILITY,33,6834,0,7953,17631,1,0,904,904,1,0,0,1,16,32,14,4
8646,1140,SILVER II,Volibear,True,11,14,6,JUNGLE,35,14291,3,25357,43471,4,1,1877,55338,0,3,120,2,8,20,4,11
8647,1141,SILVER II,Malphite,True,8,11,6,TOP,119,12967,0,22184,24634,3,0,6246,16177,1,1,16,0,10,22,12,4
8648,1142,SILVER III,Heimerdinger,True,5,11,4,MIDDLE,152,12763,1,24526,14879,7,0,7096,22510,1,2,13,5,11,27,4,14
8649,1143,SILVER I,Samira,True,9,13,6,BOTTOM,122,13373,0,16659,25431,7,1,6139,27801,2,4,19,4,11,41,4,7
8650,1144,GOLD IV,Galio,True,11,17,5,UTILITY,57,12128,0,27942,26924,2,0,1784,7599,0,2,8,3,23,40,4,14
8651,1145,GOLD IV,Pantheon,False,5,5,10,TOP,147,11121,0,22568,34898,0,0,1364,5561,0,0,12,0,8,12,4,14
8652,1146,SILVER I,Udyr,False,12,5,11,JUNGLE,33,13014,1,27859,34873,0,0,830,5670,0,0,103,2,8,18,11,6
8653,1147,GOLD IV,Sylas,False,3,11,8,MIDDLE,149,10061,0,14484,32249,0,0,1099,2047,1,0,1,0,11,23,4,14
8654,1148,SILVER III,MissFortune,False,4,8,7,BOTTOM,235,12887,0,25460,22995,2,0,3153,3153,1,0,8,3,10,23,4,3
8655,1149,SILVER I,Nami,False,3,17,8,UTILITY,13,8491,0,9593,18972,0,0,399,579,1,0,0,6,13,31,14,4
8656,1150,GOLD IV,Yorick,True,0,0,0,TOP,0,505,0,179,67,0,0,0,0,0,0,0,0,1,0,14,4
8657,1151,SILVER I,Udyr,True,0,0,0,JUNGLE,0,505,0,0,55,0,0,0,0,0,0,0,0,0,0,11,6
8658,1152,GOLD IV,Yasuo,True,0,0,0,MIDDLE,3,561,0,129,102,0,0,0,0,0,0,0,0,0,0,14,4
8659,1153,GOLD IV,Ashe,True,0,0,0,BOTTOM,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
8660,1154,SILVER I,Velkoz,True,0,0,0,UTILITY,0,505,0,0,426,0,0,0,0,0,0,0,0,1,1,14,4
8661,1155,SILVER II,Teemo,False,0,0,0,TOP,0,505,0,55,179,0,0,0,0,0,0,0,0,1,0,12,4
8662,1156,SILVER I,Graves,False,0,0,0,JUNGLE,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6
8663,1157,SILVER II,Zed,False,0,0,0,MIDDLE,1,526,0,102,156,0,0,0,0,0,0,0,0,0,0,4,14
8664,1158,SILVER I,Lucian,False,0,0,0,BOTTOM,0,505,0,0,0,0,0,0,0,0,0,0,0,1,0,14,4
8665,1159,BRONZE I,Nami,False,0,0,0,UTILITY,0,505,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
8666,1160,SILVER III,Yone,False,0,0,4,TOP,40,3055,0,3731,7715,0,0,0,0,0,0,0,0,0,0,12,4
8667,1161,SILVER I,Udyr,False,4,6,2,JUNGLE,10,6855,0,8462,10624,0,0,0,10102,0,0,74,1,3,9,11,6
8668,1162,GOLD IV,Pantheon,False,6,0,3,MIDDLE,94,6689,1,8196,9751,0,0,511,5803,1,0,4,1,4,7,4,11
8669,1163,SILVER II,Jhin,False,0,4,1,BOTTOM,123,5205,0,4004,5045,0,0,709,709,0,0,0,0,4,4,7,4
8670,1164,GOLD IV,Janna,False,1,2,3,UTILITY,2,3433,0,1625,6264,0,0,300,300,0,0,0,0,6,6,14,4
8671,1165,SILVER I,Ornn,True,3,1,3,TOP,92,5624,0,7067,11659,1,0,3270,3715,0,0,0,0,2,3,12,4
8672,1166,GOLD IV,Khazix,True,5,2,1,JUNGLE,2,7813,0,8445,11769,1,0,119,11023,1,0,77,0,3,8,4,11
8673,1167,GOLD III,Diana,True,4,1,4,MIDDLE,93,6427,1,6515,9220,1,0,1477,9691,1,0,8,0,2,10,4,14
8674,1168,SILVER I,Viktor,True,1,3,1,BOTTOM,116,5244,0,4635,4773,0,0,1047,1047,0,0,0,0,3,4,12,4
8675,1169,GOLD IV,Teemo,True,0,4,2,UTILITY,12,4280,0,4389,3657,2,0,1795,2048,3,0,0,6,8,23,14,4
8676,1170,SILVER II,Akali,True,4,1,1,TOP,94,5933,0,8022,9099,0,0,1072,3373,1,0,0,2,6,10,14,4
8677,1171,SILVER II,Skarner,True,4,4,1,JUNGLE,4,6506,1,4839,11078,0,0,0,4633,2,0,88,0,6,17,4,11
8678,1172,GOLD IV,Yasuo,True,4,6,6,MIDDLE,89,6239,0,10990,11393,0,0,1232,3147,1,0,1,0,5,10,14,4
8679,1173,SILVER II,Kaisa,True,4,2,1,BOTTOM,122,6933,0,7478,4658,1,0,3311,5510,1,0,0,2,5,12,4,3
8680,1174,SILVER II,Swain,True,0,5,1,UTILITY,5,4606,0,5571,4726,1,0,1005,1592,2,0,0,2,14,28,14,4
8681,1175,SILVER I,Illaoi,False,1,3,3,TOP,108,5767,0,7887,10854,0,0,1513,6158,3,0,0,1,7,15,4,12
8682,1176,SILVER I,Udyr,False,5,2,4,JUNGLE,7,7911,0,8693,13693,1,0,0,9097,0,0,94,1,2,8,11,6
8683,1177,GOLD IV,Lux,False,2,4,4,MIDDLE,59,4835,0,5525,9502,0,0,0,0,1,0,1,0,7,15,4,14
8684,1178,GOLD IV,Lucian,False,1,2,3,BOTTOM,100,5459,0,4924,9229,0,0,357,357,0,0,0,3,4,9,7,4
8685,1179,SILVER II,Nautilus,False,1,1,2,UTILITY,14,3438,0,1203,5075,0,0,504,504,1,0,0,0,3,8,4,14
8686,1180,GOLD III,Poppy,True,1,14,6,TOP,153,9966,0,25081,32002,4,0,5291,5291,0,1,12,3,8,25,4,12
8687,1181,SILVER I,Udyr,True,15,2,4,JUNGLE,18,13260,2,25639,24489,3,0,4124,23796,0,1,128,1,5,13,11,6
8688,1182,GOLD IV,Zed,True,8,8,6,MIDDLE,121,10360,0,21951,18721,2,0,1200,1200,1,1,1,2,8,19,4,14
8689,1183,GOLD IV,Lucian,True,7,7,4,BOTTOM,193,11609,0,21663,19446,6,0,6811,11347,1,1,8,7,7,23,7,4
8690,1184,GOLD IV,Senna,True,6,14,7,UTILITY,43,11058,0,29621,19419,8,0,5280,7552,1,1,8,5,18,53,4,14
8691,1185,SILVER I,Illaoi,False,1,7,8,TOP,132,8184,0,22541,31559,1,0,1905,1905,4,0,0,1,11,33,4,12
8692,1186,GOLD IV,LeeSin,False,12,7,9,JUNGLE,34,11811,1,17507,40506,0,0,0,19769,9,0,96,2,18,27,11,4
8693,1187,SILVER I,Akali,False,6,4,5,MIDDLE,114,9904,0,17040,26279,1,0,1489,2633,2,0,0,2,10,19,14,4
8694,1188,GOLD IV,MissFortune,False,5,5,9,BOTTOM,153,9648,0,19210,21800,1,0,1266,1469,1,0,1,1,10,20,4,7
8695,1189,GOLD IV,Sona,False,3,10,6,UTILITY,34,8041,0,8746,20420,2,0,2126,2126,1,0,0,7,13,36,4,14
8696,1190,SILVER II,Sett,True,6,16,10,TOP,219,16061,0,31975,54622,2,0,1759,6287,0,0,12,3,19,35,14,4
8697,1191,SILVER I,Vi,True,10,8,13,JUNGLE,42,18203,2,31339,48966,2,1,3332,47954,0,0,218,1,12,27,11,4
8698,1192,SILVER II,Varus,True,18,11,10,MIDDLE,252,21434,1,60587,39364,3,0,4809,20909,1,0,10,3,20,38,14,4
8699,1193,GOLD IV,Ashe,True,12,15,2,BOTTOM,249,20561,0,33302,35254,5,0,6243,35989,1,1,52,4,12,36,7,4
8700,1194,GOLD III,Brand,True,13,27,9,UTILITY,149,20471,1,56249,42562,6,0,4546,23157,3,1,18,13,59,134,4,14
8701,1195,SILVER I,Gangplank,False,12,10,5,TOP,321,24640,0,48273,35805,1,0,2641,19614,5,1,40,4,10,51,12,4
8702,1196,GOLD IV,Kayn,False,6,14,12,JUNGLE,32,15674,3,20105,68724,2,1,128,39886,0,0,183,0,15,30,11,4
8703,1197,SILVER II,Ryze,False,12,11,15,MIDDLE,218,19539,0,42994,59876,3,0,3403,21990,0,1,53,1,19,31,4,14
8704,1198,GOLD IV,Caitlyn,False,9,13,16,BOTTOM,269,18891,0,39644,42425,3,0,6214,16348,4,0,7,4,21,47,7,4
8705,1199,GOLD IV,Morgana,False,5,22,11,UTILITY,54,14811,0,34694,41878,3,0,1071,13271,2,1,5,7,45,98,4,14
8706,1200,SILVER I,MonkeyKing,True,0,0,0,TOP,3,609,0,113,136,0,0,0,0,0,0,0,0,0,0,6,14
8707,1201,GOLD IV,Belveth,True,0,0,0,JUNGLE,0,771,0,0,769,0,0,0,399,0,0,7,0,0,0,11,4
8708,1202,SILVER II,Diana,True,0,0,0,MIDDLE,4,623,0,231,155,0,0,0,0,0,0,0,0,0,0,4,14
8709,1203,GOLD IV,Sivir,True,0,0,0,BOTTOM,5,649,0,118,9,0,0,0,0,0,0,0,0,0,0,7,4
8710,1204,SILVER III,Brand,True,0,0,0,UTILITY,0,618,0,193,611,0,0,0,0,0,0,0,0,1,0,14,4
8711,1205,SILVER IV,KSante,False,0,0,0,TOP,4,630,0,111,113,0,0,0,0,0,0,0,0,0,0,12,4
8712,1206,SILVER I,Udyr,False,0,0,0,JUNGLE,0,653,0,0,830,0,0,0,0,0,0,4,0,0,0,11,6
8713,1207,SILVER III,Veigar,False,0,0,0,MIDDLE,5,644,0,109,318,0,0,0,0,0,0,0,0,0,0,14,4
8714,1208,SILVER III,Jhin,False,0,0,0,Invalid,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
8715,1209,SILVER I,Leona,False,0,0,0,UTILITY,0,558,0,116,311,0,0,0,0,0,0,0,0,0,0,14,4
8716,1210,GOLD IV,Irelia,False,3,3,8,TOP,258,12544,0,14040,26716,3,0,4703,5125,1,0,4,0,8,12,12,4
8717,1211,GOLD IV,LeeSin,False,5,12,5,JUNGLE,31,10845,1,15661,32312,0,0,161,21936,7,0,99,3,15,31,4,11
8718,1212,SILVER III,Neeko,False,5,4,9,MIDDLE,149,10319,0,14805,23082,1,0,2531,5314,3,0,12,2,12,31,4,14
8719,1213,SILVER III,Kaisa,False,9,8,11,BOTTOM,140,11908,0,18566,26398,3,0,5072,8969,0,0,4,1,7,11,4,7
8720,1214,SILVER II,Senna,False,8,16,7,UTILITY,30,12994,0,23331,16500,2,0,1439,3430,1,0,4,13,27,68,14,4
8721,1215,SILVER I,Nasus,True,1,11,3,TOP,147,10278,0,11959,23384,3,0,1247,2892,3,0,14,2,9,20,12,4
8722,1216,SILVER I,Udyr,True,15,3,6,JUNGLE,53,16386,3,26553,29137,5,1,8865,61406,0,1,148,5,7,20,11,6
8723,1217,GOLD IV,Talon,True,14,2,4,MIDDLE,176,16482,0,29083,23267,3,0,6008,7270,0,1,20,4,10,23,4,14
8724,1218,GOLD IV,Xayah,True,7,5,7,BOTTOM,180,13022,1,24117,19094,4,0,6620,18914,1,2,16,0,11,27,3,4
8725,1219,GOLD IV,Amumu,True,3,9,10,UTILITY,59,8781,0,13447,24451,2,0,393,3259,4,1,0,3,27,49,4,14
8726,1220,SILVER II,Aatrox,True,7,10,5,TOP,174,12654,0,25106,35617,2,0,2691,7760,0,1,16,2,7,16,4,14
8727,1221,SILVER I,Udyr,True,15,9,9,JUNGLE,33,15420,2,30772,29974,4,0,6377,29557,0,0,107,4,8,23,11,6
8728,1222,GOLD IV,Akali,True,11,3,10,MIDDLE,128,11945,0,24151,27387,1,0,2516,2516,6,0,6,3,11,29,14,4
8729,1223,GOLD IV,Kaisa,True,13,6,6,BOTTOM,189,17052,0,30602,21257,4,0,4982,23630,0,1,52,4,9,18,3,4
8730,1224,GOLD IV,Blitzcrank,True,3,13,5,UTILITY,43,9456,0,10613,24231,2,0,3465,7163,1,1,4,3,24,57,4,14
8731,1225,SILVER I,Camille,False,7,5,9,TOP,132,11709,0,15981,32572,0,0,2899,12457,0,0,16,2,9,17,12,4
8732,1226,GOLD IV,Kindred,False,7,8,12,JUNGLE,54,12461,1,22382,32193,1,0,868,5158,2,0,121,2,11,32,11,4
8733,1227,GOLD IV,Sylas,False,15,5,10,MIDDLE,152,15194,1,41616,39930,1,0,3515,6219,3,0,8,3,11,19,4,14
8734,1228,GOLD IV,Jinx,False,3,9,8,BOTTOM,158,10106,0,14422,20412,1,0,1830,9742,1,0,15,2,9,16,3,4
8735,1229,SILVER II,Pyke,False,3,11,10,UTILITY,35,9076,0,9934,21987,0,0,492,2353,0,0,0,3,28,48,14,4
8736,1230,GOLD IV,Volibear,False,4,2,6,TOP,105,8276,0,5642,26479,0,0,0,62,2,0,0,0,8,10,14,4
8737,1231,SILVER III,FiddleSticks,False,3,3,7,JUNGLE,27,7045,0,7473,27757,0,0,0,3763,4,0,69,0,4,24,11,4
8738,1232,SILVER II,Swain,False,3,3,10,MIDDLE,119,7232,0,11465,24536,0,0,1364,1404,0,0,0,1,5,8,4,6
8739,1233,SILVER II,MissFortune,False,1,6,4,BOTTOM,120,6558,0,8058,14003,0,0,449,764,2,0,0,2,8,14,7,4
8740,1234,SILVER II,Morgana,False,2,4,5,UTILITY,38,7521,0,5904,18258,0,0,0,2984,1,0,58,3,12,24,14,4
8741,1235,SILVER II,Teemo,True,2,3,2,TOP,156,10222,1,17790,11833,3,0,6624,21258,1,1,28,3,8,25,4,14
8742,1236,SILVER I,Vi,True,11,4,0,JUNGLE,19,12726,2,15865,15401,4,1,3576,35951,0,2,132,2,4,14,11,6
8743,1237,GOLD IV,Yasuo,True,12,7,4,MIDDLE,162,13340,0,24800,19640,5,0,6872,7918,2,2,3,0,6,16,4,14
8744,1238,GOLD IV,Samira,True,2,9,3,BOTTOM,149,9720,0,11382,15344,2,0,2251,16521,0,2,11,0,3,5,4,7
8745,1239,GOLD III,Brand,True,5,8,4,UTILITY,51,9140,0,15536,10191,3,0,2434,6631,1,3,9,2,19,39,14,4
8746,1240,GOLD I,Olaf,True,14,7,8,TOP,154,15682,0,36760,33424,4,0,4298,20645,0,0,31,1,9,17,14,6
8747,1241,SILVER I,Udyr,True,19,3,4,JUNGLE,54,17085,2,29526,27483,4,0,4709,36566,0,0,143,2,6,17,11,6
8748,1242,SILVER IV,Swain,True,8,6,7,MIDDLE,143,11010,0,24184,34173,2,0,4833,7923,0,0,4,0,7,10,6,4
8749,1243,SILVER II,Xayah,True,3,6,4,BOTTOM,167,10606,0,11739,19180,2,1,5186,19077,0,0,20,3,9,21,4,1
8750,1244,SILVER II,Senna,True,2,8,6,UTILITY,33,8877,0,9825,13962,3,0,2864,5735,4,0,0,15,21,67,14,4
8751,1245,SILVER I,Mordekaiser,False,1,7,12,TOP,81,7441,0,12357,31727,0,0,576,3706,0,0,4,0,8,12,4,6
8752,1246,SILVER II,Warwick,False,9,5,9,JUNGLE,42,12158,2,24774,43360,0,0,0,25046,0,0,112,0,0,6,11,14
8753,1247,SILVER I,Yasuo,False,4,1,11,MIDDLE,181,10556,0,19706,26979,3,0,5246,6262,3,0,4,1,11,21,4,14
8754,1248,SILVER II,Jhin,False,6,7,7,BOTTOM,127,10462,0,12984,17026,0,0,1127,3090,3,0,8,1,13,21,4,7
8755,1249,SILVER I,Zyra,False,9,7,7,UTILITY,71,12951,0,24607,15882,0,0,581,2331,5,0,0,3,25,50,4,3
8756,1250,unrancked,Veigar,True,7,6,11,MIDDLE,258,18126,0,32319,34867,5,0,9404,20554,2,3,5,0,11,22,4,12
8757,1251,GOLD I,Kled,True,10,13,4,TOP,198,18451,0,38212,56691,3,0,3491,21591,2,3,17,1,8,21,7,4
8758,1252,SILVER II,Zac,True,5,22,10,JUNGLE,32,15216,1,22422,68313,2,1,898,20967,2,1,115,4,15,36,4,11
8759,1253,unrancked,Lucian,True,13,16,12,BOTTOM,236,19816,0,37503,41644,5,1,7812,27057,2,2,16,3,17,31,4,7
8760,1254,unrancked,Malphite,True,5,12,9,UTILITY,73,12668,1,23941,36505,4,0,3484,12715,0,3,4,3,31,63,4,3
8761,1255,SILVER I,TahmKench,False,3,8,3,TOP,186,12676,0,23895,35569,1,0,2899,7368,0,0,13,2,13,26,4,6
8762,1256,GOLD IV,Bard,False,2,13,5,UTILITY,131,11595,0,22165,30139,1,0,981,2735,6,0,7,14,49,112,4,3
8763,1257,IRON II,Katarina,False,7,10,11,MIDDLE,195,13838,1,34876,46845,0,0,1581,4853,0,0,12,0,13,22,14,4
8764,1258,unrancked,Kindred,False,5,6,12,JUNGLE,43,14147,3,20104,44425,0,0,0,26515,0,0,171,5,6,26,4,11
8765,1259,unrancked,Varus,False,29,8,9,BOTTOM,279,28613,0,99582,45571,3,0,7728,21358,0,0,27,3,13,26,4,7
8766,1260,PLATINUM II,Akshan,True,21,10,2,TOP,255,20079,0,49210,26364,2,0,3636,4837,2,2,16,4,7,24,14,4
8767,1261,unrancked,Senna,True,4,13,7,BOTTOM,148,12409,0,10897,18477,4,0,5063,7383,0,3,21,4,11,20,7,4
8768,1262,unrancked,TwistedFate,True,10,12,7,MIDDLE,173,15232,0,30572,30709,4,0,6921,16421,0,1,4,7,12,28,14,4
8769,1263,unrancked,Renata,True,4,16,8,UTILITY,36,9275,0,12920,20906,2,0,1238,1692,3,2,0,6,29,58,4,14
8770,1264,GOLD II,Zed,True,13,13,4,JUNGLE,31,15511,2,32355,47141,2,0,1782,29364,0,0,191,4,10,21,11,4
8771,1265,PLATINUM IV,Ezreal,False,9,8,5,BOTTOM,192,15856,0,26348,25337,1,0,2491,12353,3,0,25,5,15,50,7,4
8772,1266,SILVER II,Katarina,False,7,5,15,MIDDLE,110,11368,0,23197,38115,0,0,0,689,7,0,12,2,9,19,4,14
8773,1267,SILVER IV,Udyr,False,4,3,19,JUNGLE,57,11270,1,27272,43135,1,0,1656,12463,0,0,108,1,7,14,11,6
8774,1268,SILVER I,KSante,False,2,5,9,TOP,158,9722,0,9257,26796,1,0,1352,1548,0,0,7,0,8,13,4,14
8775,1269,GOLD IV,Lux,False,6,11,4,UTILITY,136,11305,1,21972,15341,1,0,1100,3400,3,0,12,9,43,86,4,3
8776,1270,SILVER I,Blitzcrank,False,8,4,8,JUNGLE,29,13099,1,17457,27191,0,0,0,20526,2,0,130,7,2,24,11,4
8777,1271,unrancked,Udyr,False,9,2,4,TOP,143,11713,0,24936,33359,1,0,2060,6369,0,0,4,1,10,15,4,12
8778,1272,SILVER I,Yasuo,False,0,4,6,MIDDLE,219,9654,0,8102,20620,0,0,0,2444,0,0,9,1,10,18,4,14
8779,1273,GOLD IV,Ezreal,False,3,1,4,BOTTOM,182,10629,0,17994,16441,0,0,1419,3299,5,0,8,6,17,37,4,3
8780,1274,GOLD IV,Braum,False,0,14,8,UTILITY,32,7360,0,8346,20912,0,0,0,779,3,0,0,8,20,59,4,3
8781,1275,BRONZE II,Kennen,True,3,9,5,MIDDLE,171,11335,0,14681,19846,3,0,4025,11035,4,1,8,3,15,32,4,12
8782,1276,PLATINUM I,Zed,True,11,4,2,JUNGLE,40,15095,3,16355,21719,2,1,1400,26549,1,0,169,6,12,44,14,11
8783,1277,GOLD II,Alistar,True,4,15,6,UTILITY,28,9668,0,10649,26799,7,0,2864,9169,4,2,0,3,18,39,4,14
8784,1278,unrancked,Jinx,True,6,12,3,BOTTOM,219,13938,0,28597,19752,6,0,10198,28018,2,2,27,3,11,23,4,7
8785,1279,GOLD IV,Yone,True,6,6,4,TOP,214,13132,0,22594,23211,3,0,2110,13792,1,1,22,1,11,29,14,4
8786,1280,SILVER I,Yorick,False,2,1,2,TOP,202,10425,0,8455,14242,2,0,7089,8276,0,0,8,0,1,1,4,12
8787,1281,SILVER II,Elise,False,4,6,11,JUNGLE,9,8080,0,15180,26261,0,0,6,3310,1,0,88,1,5,17,11,4
8788,1282,GOLD IV,Zed,False,8,3,6,MIDDLE,154,10526,0,21113,17073,0,0,1707,1872,2,0,0,1,9,20,14,4
8789,1283,SILVER III,Samira,False,3,6,9,BOTTOM,171,10153,0,13876,20364,1,0,2442,5710,0,0,16,0,2,5,7,4
8790,1284,GOLD IV,Thresh,False,1,6,8,UTILITY,33,6007,0,4322,17712,1,0,1076,1153,1,0,0,2,9,20,4,14
8791,1285,GOLD IV,Volibear,True,8,10,1,TOP,166,13368,0,18309,19243,7,0,6026,19788,1,1,15,1,9,24,12,4
8792,1286,GOLD IV,MonkeyKing,True,13,10,2,JUNGLE,33,13378,3,22652,27974,6,1,3882,43905,1,1,104,1,3,22,11,14
8793,1287,GOLD IV,Vex,True,5,4,5,MIDDLE,140,9639,0,14998,16087,1,0,2292,2972,1,1,10,0,9,14,14,4
8794,1288,GOLD IV,Draven,True,9,11,4,BOTTOM,135,12776,0,15813,12366,3,0,3957,8730,1,1,8,0,9,14,4,7
8795,1289,GOLD IV,Rakan,True,1,16,6,UTILITY,24,6990,0,5885,14471,5,0,1282,1830,2,0,0,2,17,35,14,4
8796,1290,SILVER I,Yorick,True,5,13,5,TOP,391,23736,0,62737,54496,7,0,14299,35731,0,3,22,0,13,22,4,12
8797,1291,SILVER II,Hecarim,True,26,13,6,JUNGLE,107,25633,3,71278,72640,2,2,2486,54441,5,1,221,12,7,53,11,6
8798,1292,SILVER II,Lux,True,5,24,11,MIDDLE,190,15955,0,60950,31199,3,0,3161,6444,0,3,16,5,19,38,4,14
8799,1293,SILVER I,Jhin,True,16,10,4,BOTTOM,284,22442,0,69085,29999,2,0,2854,27876,3,3,31,8,21,49,4,3
8800,1294,SILVER IV,Thresh,True,0,21,13,UTILITY,51,12336,0,15355,46282,1,0,2071,7116,12,2,8,14,46,116,4,14
8801,1295,SILVER I,Sion,False,3,14,11,TOP,242,16024,0,34637,103421,2,0,4740,7766,0,1,25,1,12,21,4,14
8802,1296,GOLD IV,Zac,False,2,17,9,JUNGLE,71,13187,2,25779,71144,2,0,2424,21482,1,0,69,5,2,26,4,11
8803,1297,GOLD IV,Fizz,False,6,9,12,MIDDLE,219,16351,1,31172,51754,1,0,2398,13182,3,1,20,10,9,38,14,4
8804,1298,SILVER I,Kaisa,False,24,7,6,BOTTOM,398,34310,1,66710,52476,4,1,6465,46645,5,2,102,11,25,68,7,4
8805,1299,GOLD III,Brand,False,4,13,14,UTILITY,129,14404,0,37400,36890,2,0,900,12219,4,1,0,8,54,98,3,4
8806,1300,GOLD IV,Ivern,True,6,16,6,JUNGLE,29,13358,3,23632,27953,3,0,0,41245,0,1,142,4,2,19,11,4
8807,1301,SILVER I,Lux,True,5,12,7,JUNGLE,137,11636,0,27647,19417,4,0,1638,2674,0,0,0,4,2,13,14,4
8808,1302,SILVER I,Blitzcrank,True,3,19,7,UTILITY,34,10028,0,12247,30374,2,0,578,2188,0,0,3,0,34,85,4,14
8809,1303,SILVER I,Nasus,True,17,5,3,TOP,204,19469,0,51777,53693,8,1,18730,21956,1,3,16,3,11,35,4,12
8810,1304,GOLD IV,Ezreal,True,12,10,5,BOTTOM,222,17837,1,40025,28400,4,0,6412,48012,4,1,64,2,20,78,4,3
8811,1305,SILVER I,Yone,False,4,3,9,MIDDLE,240,12983,0,26867,40934,1,0,2740,4868,1,0,8,2,6,13,4,14
8812,1306,GOLD IV,Lulu,False,4,12,9,UTILITY,43,9865,0,11871,23680,0,0,901,1443,0,0,0,3,26,44,14,4
8813,1307,GOLD IV,Veigar,False,14,7,6,BOTTOM,205,18396,1,55875,30422,1,0,1193,10331,0,0,6,2,9,11,12,4
8814,1308,SILVER IV,Evelynn,False,6,6,12,JUNGLE,27,11269,0,19313,44031,0,0,0,6014,2,0,95,0,14,20,14,11
8815,1309,BRONZE II,Volibear,False,0,9,7,TOP,211,12571,0,22465,47238,2,0,6955,12647,2,0,8,1,9,14,12,4
8816,1310,GOLD IV,Belveth,True,15,6,3,JUNGLE,38,14208,1,29043,27989,2,0,894,16618,1,0,134,0,2,13,6,11
8817,1311,SILVER I,Nasus,True,4,1,6,TOP,142,9729,0,11371,26026,2,0,5793,10782,0,0,0,0,4,6,4,14
8818,1312,SILVER I,Pantheon,True,3,10,5,UTILITY,48,7970,0,9805,18742,0,0,1241,2053,1,0,4,2,14,31,4,14
8819,1313,GOLD IV,TwistedFate,True,6,9,4,MIDDLE,101,10070,0,18192,18371,1,0,903,985,3,0,21,0,12,31,4,6
8820,1314,SILVER IV,Ezreal,True,6,9,3,BOTTOM,151,11571,0,19811,13843,4,0,6979,6979,0,0,4,0,6,8,7,4
8821,1315,unrancked,Mordekaiser,False,7,4,6,TOP,138,10018,0,31165,26730,0,0,674,674,0,0,4,1,7,12,4,12
8822,1316,SILVER IV,FiddleSticks,False,5,3,6,JUNGLE,35,10037,2,17079,32125,0,0,701,22172,0,0,121,3,0,37,4,11
8823,1317,SILVER IV,Pantheon,False,2,9,7,MIDDLE,86,7330,0,16406,21287,0,0,546,3772,0,0,0,3,1,6,4,14
8824,1318,unrancked,Leona,False,0,12,9,UTILITY,31,5836,0,7696,21206,0,0,242,242,0,0,0,3,16,35,14,4
8825,1319,GOLD IV,Varus,False,7,4,6,BOTTOM,143,9709,0,12982,18448,1,0,2181,6239,1,0,0,1,6,12,7,4
